Fecha,Contrato,Usuario,Nodo Comercial Recepción,Descripción Nodo Comercial Recepción ,Nodo Comercial Entrega,Descripción Nodo Comercial Entrega,Zona de Tarifa de Inyección,Zona de Tarifa de Extracción,Cantidad Nominada Recepción (GJ/día),Cantidad Asignada Recepción (GJ/día),Cantidad Nominada Entrega (GJ/día),Cantidad Asignada Entrega (GJ/día), Gas en Exceso (GJ/día),Tarifa Exceso Firme (Pesos/GJ) ,Tarifa Uso Interrumpible (Pesos/GJ),Cargo Uso (Pesos),Cargo Gas en Exceso (Pesos),Total a facturar (Pesos)
21/02/2021,CENAGAS/A/200/19,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,2811.016,2811.016,2764,2134.071,0.00,17.087160,17.087160,0.00,0.00,0.00
21/02/2021,CENAGAS/A/400/17,BP Energía México,V067,IMPENERGT,N037,BPPUEBLA,Zona 3,Zona 7,860.39,860.39,846,904.52,0.00,17.087160,17.087160,0.00,0.00,0.00
21/02/2021,CENAGAS/A/800/17,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,1160.408,1160.408,1141,864.142,0.00,4.566080,4.566080,0.00,0.00,0.00
21/02/2021,CENAGAS/A/100/19,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,1769.597,1769.597,1740,1025.788,0.00,13.713330,13.713330,0.00,0.00,0.00
21/02/2021,CENAGAS/A/800/18,NEG Natural,V061,RAMONES,N119,VREYES,Zona 3,Zona 5,231.878,231.878,228,226.205,0.00,13.713330,13.713330,0.00,0.00,0.00
21/02/2021,CENAGAS/B/300/18,BP Energía México,V067,IMPENERGT,N054,BPTIZAYUCA,Zona 3,Zona 5,0,0,0,0,0.00,3.667480,3.667480,0.00,0.00,0.00
21/02/2021,CENAGAS/B/700/18,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,154.586,154.586,152,0,0.00,15.847040,15.847040,0.00,0.00,0.00
21/02/2021,CENAGAS/B/100/17,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,2917.802,2878.452,2869,613.875,0.00,7.876970,7.876970,0.00,0.00,0.00
22/02/2021,CENAGAS/A/300/17,Enestas,V907,LAVENTA,N031,MORELIA2,Zona 8,Zona 6,284.763,0,280,361.811,0.00,17.087160,17.087160,6182.32,0.00,6182.32
22/02/2021,CENAGAS/A/500/18,Comisión Federal de Electricidad,V045,PEPMENDOZA,E168,CFESALAMANCACOG,Zona 7,Zona 6,765.809,765.809,753,753,0.00,1.419390,1.419390,0.00,0.00,0.00
22/02/2021,CENAGAS/A/100/18,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,6818.035,6818.035,6704,1775.79,0.00,1.419390,1.419390,0.00,0.00,0.00
22/02/2021,CENAGAS/B/100/19,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,915.309,915.309,900,760.188,0.00,17.087160,17.087160,0.00,0.00,0.00
22/02/2021,CENAGAS/A/900/17,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,48.816,48.816,48,32.372,0.00,3.667480,3.667480,0.00,0.00,0.00
22/02/2021,CENAGAS/A/900/17,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,0,0,0,0,0.00,3.667480,3.667480,0.00,0.00,0.00
22/02/2021,CENAGAS/A/500/17,NEG Natural,V061,RAMONES,N119,VREYES,Zona 3,Zona 5,1365.844,1365.844,1343,1343,0.00,13.713330,13.713330,0.00,0.00,0.00
22/02/2021,CENAGAS/A/500/17,NEG Natural,V061,RAMONES,N119,VREYES,Zona 3,Zona 5,0,0,0,273.985,0.00,13.713330,13.713330,3757.25,0.00,3757.25
22/02/2021,CENAGAS/A/200/18,Naturgy Servicios,V033,IMPTENNESSEE,N103,NORESTE,Zona 3,Zona 3,385.447,385.447,379,140.88,0.00,15.847040,15.847040,0.00,0.00,0.00
22/02/2021,CENAGAS/A/200/18,Naturgy Servicios,V033,IMPTENNESSEE,N103,NORESTE,Zona 3,Zona 3,0,0,0,0,0.00,15.847040,15.847040,0.00,0.00,0.00
22/02/2021,CENAGAS/A/600/18,Naturgy Servicios,V061,RAMONES,N101,BAJIO2,Zona 3,Zona 5,1012.942,379.853,996,290.214,0.00,18.066920,18.066920,5243.27,0.00,5243.27
22/02/2021,CENAGAS/B/500/17,NEG Natural,V061,RAMONES,N119,VREYES,Zona 3,Zona 5,591.9,591.9,582,582,0.00,13.713330,13.713330,0.00,0.00,0.00
22/02/2021,CENAGAS/A/300/17,Enestas,V907,LAVENTA,N031,MORELIA2,Zona 8,Zona 6,1157.357,434.009,1138,551.438,0.00,17.087160,17.087160,9422.51,0.00,9422.51
22/02/2021,CENAGAS/B/200/19,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,1153.289,1153.289,1134,957.837,0.00,17.087160,17.087160,0.00,0.00,0.00
22/02/2021,CENAGAS/B/200/19,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,0,0,0,0,0.00,17.087160,17.087160,0.00,0.00,0.00
22/02/2021,CENAGAS/B/600/17,Naturgy Servicios,V061,RAMONES,N101,BAJIO2,Zona 3,Zona 5,763.775,286.416,751,634.717,0.00,3.667480,3.667480,2327.81,0.00,2327.81
22/02/2021,CENAGAS/B/300/17,Enestas,V907,LAVENTA,N031,MORELIA2,Zona 8,Zona 6,357.988,357.988,352,479.537,0.00,17.087160,17.087160,0.00,0.00,0.00
22/02/2021,CENAGAS/B/300/17,Enestas,V907,LAVENTA,N031,MORELIA2,Zona 8,Zona 6,0,0,0,0,0.00,17.087160,17.087160,0.00,0.00,0.00
22/02/2021,CENAGAS/A/700/18,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,0,0,0,0.794,0.00,15.847040,15.847040,12.58,0.00,12.58
22/02/2021,CENAGAS/B/800/17,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,482.063,482.063,474,444.962,0.00,4.566080,4.566080,0.00,0.00,0.00
22/02/2021,CENAGAS/A/900/18,Energía Infra,V030,GLORIADIOS,N128,EZAPATA2,Zona 1,Zona 5,752.587,752.587,740,569.319,0.00,13.713330,13.713330,0.00,0.00,0.00
22/02/2021,CENAGAS/A/900/18,Energía Infra,V030,GLORIADIOS,N128,EZAPATA2,Zona 1,Zona 5,0,0,0,0,0.00,13.713330,13.713330,0.00,0.00,0.00
22/02/2021,CENAGAS/B/700/18,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,96.616,96.616,95,100.367,0.00,13.713330,13.713330,0.00,0.00,0.00
22/02/2021,CENAGAS/B/700/18,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,0,0,0,0,0.00,13.713330,13.713330,0.00,0.00,0.00
22/02/2021,CENAGAS/B/100/18,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,80.344,30.129,79,7.847,0.00,18.066920,18.066920,141.77,0.00,141.77
22/02/2021,CENAGAS/A/400/18,Naturgy Servicios,V061,RAMONES,N046,RAMOSARIZPE3,Zona 3,Zona 2,2250.643,2250.643,2213,2049.133,0.00,3.667480,3.667480,0.00,0.00,0.00
22/02/2021,CENAGAS/A/400/18,Naturgy Servicios,V061,RAMONES,N046,RAMOSARIZPE3,Zona 3,Zona 2,0,0,0,0,0.00,3.667480,3.667480,0.00,0.00,0.00
22/02/2021,CENAGAS/B/800/18,NEG Natural,V061,RAMONES,N119,VREYES,Zona 3,Zona 5,64.072,64.072,63,0,0.00,15.847040,15.847040,0.00,0.00,0.00
22/02/2021,CENAGAS/B/800/18,NEG Natural,V061,RAMONES,N119,VREYES,Zona 3,Zona 5,0,0,0,0,0.00,15.847040,15.847040,0.00,0.00,0.00
22/02/2021,CENAGAS/B/900/17,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,1627.216,1627.216,1600,1079.055,0.00,3.667480,3.667480,0.00,0.00,0.00
22/02/2021,CENAGAS/B/400/18,Naturgy Servicios,V061,RAMONES,N046,RAMOSARIZPE3,Zona 3,Zona 2,1600.774,1600.774,1574,1457.449,0.00,3.667480,3.667480,0.00,0.00,0.00
22/02/2021,CENAGAS/A/100/17,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,782.081,782.081,769,769,0.00,1.333220,1.333220,0.00,0.00,0.00
22/02/2021,CENAGAS/A/600/18,Naturgy Servicios,V061,RAMONES,N101,BAJIO2,Zona 3,Zona 5,268.491,268.491,264,246.527,0.00,3.553100,3.553100,0.00,0.00,0.00
22/02/2021,CENAGAS/B/400/17,BP Energía México,V067,IMPENERGT,N037,BPPUEBLA,Zona 3,Zona 7,3399.864,3399.864,3343,3343,0.00,13.713330,13.713330,0.00,0.00,0.00
22/02/2021,CENAGAS/A/300/18,BP Energía México,V067,IMPENERGT,N054,BPTIZAYUCA,Zona 3,Zona 5,740.383,740.383,728,270.61,0.00,15.847040,15.847040,0.00,0.00,0.00
22/02/2021,CENAGAS/A/600/17,Naturgy Servicios,V061,RAMONES,N101,BAJIO2,Zona 3,Zona 5,2430.654,2430.654,2390,2390,0.00,13.713330,13.713330,0.00,0.00,0.00
22/02/2021,CENAGAS/A/700/17,Energía Infra,V030,GLORIADIOS,N128,EZAPATA2,Zona 1,Zona 5,787.166,787.166,774,851.068,0.00,3.667480,3.667480,0.00,0.00,0.00
22/02/2021,CENAGAS/A/200/19,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,3025.605,3025.605,2975,2512.843,0.00,17.087160,17.087160,0.00,0.00,0.00
22/02/2021,CENAGAS/A/400/17,BP Energía México,V067,IMPENERGT,N037,BPPUEBLA,Zona 3,Zona 7,686.482,686.482,675,919.565,0.00,17.087160,17.087160,0.00,0.00,0.00
22/02/2021,CENAGAS/A/800/17,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,925.479,925.479,910,854.252,0.00,4.566080,4.566080,0.00,0.00,0.00
22/02/2021,CENAGAS/A/100/19,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,2481.504,2481.504,2440,1877.216,0.00,13.713330,13.713330,0.00,0.00,0.00
22/02/2021,CENAGAS/A/800/18,NEG Natural,V061,RAMONES,N119,VREYES,Zona 3,Zona 5,185.096,185.096,182,192.282,0.00,13.713330,13.713330,0.00,0.00,0.00
22/02/2021,CENAGAS/B/300/18,BP Energía México,V067,IMPENERGT,N054,BPTIZAYUCA,Zona 3,Zona 5,410.872,410.872,404,374.085,0.00,3.667480,3.667480,0.00,0.00,0.00
22/02/2021,CENAGAS/B/700/18,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,124.075,124.075,122,0,0.00,15.847040,15.847040,0.00,0.00,0.00
22/02/2021,CENAGAS/B/100/17,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,2917.802,2730.043,2869,2869,0.00,7.876970,7.876970,0.00,0.00,0.00
23/02/2021,CENAGAS/A/500/18,Comisión Federal de Electricidad,V045,PEPMENDOZA,E168,CFESALAMANCACOG,Zona 7,Zona 6,765.809,765.809,753,753,0.00,1.419390,1.419390,0.00,0.00,0.00
23/02/2021,CENAGAS/A/100/18,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,6818.035,6818.035,6704,2685.402,0.00,1.419390,1.419390,0.00,0.00,0.00
23/02/2021,CENAGAS/B/100/19,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,915.309,915.309,900,900,0.00,17.087160,17.087160,0.00,0.00,0.00
23/02/2021,CENAGAS/A/900/17,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,61.021,61.021,60,52.489,0.00,3.667480,3.667480,192.50,0.00,192.50
23/02/2021,CENAGAS/A/200/17,Comisión Federal de Electricidad,V033,IMPTENNESSEE,E077,VERACRUZ,Zona 3,Zona 7,4256.187,4256.187,4185,3691.639,0.00,15.847040,15.847040,58501.55,0.00,58501.55
23/02/2021,CENAGAS/A/500/17,NEG Natural,V061,RAMONES,N119,VREYES,Zona 3,Zona 5,340.698,340.698,335,0,0.00,13.713330,13.713330,0.00,0.00,0.00
23/02/2021,CENAGAS/A/200/18,Naturgy Servicios,V033,IMPTENNESSEE,N103,NORESTE,Zona 3,Zona 3,130.177,130.177,128,0,0.00,15.847040,15.847040,0.00,0.00,0.00
23/02/2021,CENAGAS/A/600/18,Naturgy Servicios,V061,RAMONES,N101,BAJIO2,Zona 3,Zona 5,1065.826,1065.826,1048,958.23,0.00,18.066920,18.066920,17312.26,0.00,17312.26
23/02/2021,CENAGAS/A/300/17,Enestas,V907,LAVENTA,N031,MORELIA2,Zona 8,Zona 6,1442.12,1442.12,1418,1093.383,0.00,17.087160,17.087160,18682.81,0.00,18682.81
23/02/2021,CENAGAS/B/200/19,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,1517.379,1517.379,1492,39.775,0.00,17.087160,17.087160,679.64,0.00,679.64
23/02/2021,CENAGAS/B/600/17,Naturgy Servicios,V061,RAMONES,N101,BAJIO2,Zona 3,Zona 5,1118.711,1118.711,1100,1192.247,0.00,3.667480,3.667480,4372.54,0.00,4372.54
23/02/2021,CENAGAS/B/300/17,Enestas,V907,LAVENTA,N031,MORELIA2,Zona 8,Zona 6,152.552,152.552,150,232.357,0.00,17.087160,17.087160,3970.32,0.00,3970.32
23/02/2021,CENAGAS/A/700/18,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,81.361,81.361,80,22.709,0.00,15.847040,15.847040,359.87,0.00,359.87
23/02/2021,CENAGAS/A/900/18,Energía Infra,V030,GLORIADIOS,N128,EZAPATA2,Zona 1,Zona 5,0,0,0,0,0.00,13.713330,13.713330,0.00,0.00,0.00
23/02/2021,CENAGAS/B/700/18,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,0,0,0,0,0.00,13.713330,13.713330,0.00,0.00,0.00
23/02/2021,CENAGAS/A/400/18,Naturgy Servicios,V061,RAMONES,N046,RAMOSARIZPE3,Zona 3,Zona 2,1972.999,1972.999,1940,1940,0.00,3.667480,3.667480,0.00,0.00,0.00
23/02/2021,CENAGAS/A/400/18,Naturgy Servicios,V061,RAMONES,N046,RAMOSARIZPE3,Zona 3,Zona 2,1029.214,1029.214,1012,451.037,0.00,3.667480,3.667480,1654.17,0.00,1654.17
23/02/2021,CENAGAS/B/800/18,NEG Natural,V061,RAMONES,N119,VREYES,Zona 3,Zona 5,0,0,0,0,0.00,15.847040,15.847040,0.00,0.00,0.00
23/02/2021,CENAGAS/A/700/18,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,2422.518,2422.518,2382,2077.485,0.00,18.066920,18.066920,37533.76,0.00,37533.76
23/02/2021,CENAGAS/B/900/17,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,1627.216,1627.216,1600,1600,0.00,3.667480,3.667480,0.00,0.00,0.00
23/02/2021,CENAGAS/B/700/17,Energía Infra,V030,GLORIADIOS,N128,EZAPATA2,Zona 1,Zona 5,0,0,0,16.615,0.00,3.667480,3.667480,60.94,0.00,60.94
23/02/2021,CENAGAS/B/400/18,Naturgy Servicios,V061,RAMONES,N046,RAMOSARIZPE3,Zona 3,Zona 2,1600.774,1600.774,1574,1574,0.00,3.667480,3.667480,0.00,0.00,0.00
23/02/2021,CENAGAS/A/100/17,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,782.081,782.081,769,769,0.00,1.333220,1.333220,0.00,0.00,0.00
23/02/2021,CENAGAS/A/600/18,Naturgy Servicios,V061,RAMONES,N101,BAJIO2,Zona 3,Zona 5,268.491,268.491,264,230.25,0.00,3.553100,3.553100,0.00,0.00,0.00
23/02/2021,CENAGAS/B/400/17,BP Energía México,V067,IMPENERGT,N037,BPPUEBLA,Zona 3,Zona 7,7949.967,7949.967,7817,6265.934,0.00,13.713330,13.713330,0.00,0.00,0.00
23/02/2021,CENAGAS/A/300/18,BP Energía México,V067,IMPENERGT,N054,BPTIZAYUCA,Zona 3,Zona 5,1090.235,1090.235,1072,147.483,0.00,15.847040,15.847040,0.00,0.00,0.00
23/02/2021,CENAGAS/A/600/17,Naturgy Servicios,V061,RAMONES,N101,BAJIO2,Zona 3,Zona 5,3106.966,3106.966,3055,3161.484,0.00,13.713330,13.713330,0.00,0.00,0.00
23/02/2021,CENAGAS/A/700/17,Energía Infra,V030,GLORIADIOS,N128,EZAPATA2,Zona 1,Zona 5,1400.423,1400.423,1377,1450,0.00,3.667480,3.667480,0.00,0.00,0.00
23/02/2021,CENAGAS/A/200/19,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,8138.114,8138.114,8002,8002,0.42,17.087160,17.087160,0.00,7.13,7.13
23/02/2021,CENAGAS/A/400/17,BP Energía México,V067,IMPENERGT,N037,BPPUEBLA,Zona 3,Zona 7,2034.02,2034.02,2000,3098.099,"1,098.10",17.087160,17.087160,0.00,18763.39,18763.39
23/02/2021,CENAGAS/A/800/17,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,1795.023,1795.023,1765,1278.337,0.00,4.566080,4.566080,0.00,0.00,0.00
23/02/2021,CENAGAS/A/100/19,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,7789.28,7789.28,7659,5758.639,0.00,13.713330,13.713330,0.00,0.00,0.00
23/02/2021,CENAGAS/A/800/18,NEG Natural,V061,RAMONES,N119,VREYES,Zona 3,Zona 5,5738.987,5738.987,5643,5613.097,0.00,13.713330,13.713330,0.00,0.00,0.00
23/02/2021,CENAGAS/B/300/18,BP Energía México,V067,IMPENERGT,N054,BPTIZAYUCA,Zona 3,Zona 5,2170.299,2170.299,2134,2134,"1,730.09",3.667480,3.667480,0.00,6345.07,6345.07
23/02/2021,CENAGAS/B/700/18,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,203.402,203.402,200,0,0.00,15.847040,15.847040,0.00,0.00,0.00
23/02/2021,CENAGAS/B/100/17,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,2917.802,2514.798,2869,2869,0.00,7.876970,7.876970,0.00,0.00,0.00
24/02/2021,CENAGAS/A/500/18,Comisión Federal de Electricidad,V045,PEPMENDOZA,E168,CFESALAMANCACOG,Zona 7,Zona 6,765.809,765.809,753,753,0.00,1.419390,1.419390,0.00,0.00,0.00
24/02/2021,CENAGAS/A/100/18,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,6818.035,6818.035,6704,4444.095,0.00,1.419390,1.419390,0.00,0.00,0.00
24/02/2021,CENAGAS/B/100/19,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,915.309,915.309,900,900,0.00,17.087160,17.087160,0.00,0.00,0.00
24/02/2021,CENAGAS/A/900/17,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,61.021,61.021,60,334.78,0.00,3.667480,3.667480,1227.80,0.00,1227.80
24/02/2021,CENAGAS/A/200/17,Comisión Federal de Electricidad,V033,IMPTENNESSEE,E077,VERACRUZ,Zona 3,Zona 7,4329.412,4329.412,4257,3843.375,0.00,15.847040,15.847040,60906.12,0.00,60906.12
24/02/2021,CENAGAS/A/500/17,NEG Natural,V061,RAMONES,N119,VREYES,Zona 3,Zona 5,0,0,0,438.535,0.00,13.713330,13.713330,6013.78,0.00,6013.78
24/02/2021,CENAGAS/A/200/18,Naturgy Servicios,V033,IMPTENNESSEE,N103,NORESTE,Zona 3,Zona 3,130.177,130.177,128,0,0.00,15.847040,15.847040,0.00,0.00,0.00
24/02/2021,CENAGAS/A/600/18,Naturgy Servicios,V061,RAMONES,N101,BAJIO2,Zona 3,Zona 5,1065.826,1065.826,1048,1213.158,0.00,18.066920,18.066920,21918.03,0.00,21918.03
24/02/2021,CENAGAS/A/300/17,Enestas,V907,LAVENTA,N031,MORELIA2,Zona 8,Zona 6,1442.12,1442.12,1418,1251.26,0.00,17.087160,17.087160,21380.46,0.00,21380.46
24/02/2021,CENAGAS/B/200/19,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,2295.392,2295.392,2257,1929.012,0.00,17.087160,17.087160,32961.34,0.00,32961.34
24/02/2021,CENAGAS/B/600/17,Naturgy Servicios,V061,RAMONES,N101,BAJIO2,Zona 3,Zona 5,1118.711,1118.711,1100,1271.384,0.00,3.667480,3.667480,4662.78,0.00,4662.78
24/02/2021,CENAGAS/B/300/17,Enestas,V907,LAVENTA,N031,MORELIA2,Zona 8,Zona 6,1148.204,1148.204,1129,1286.875,0.00,17.087160,17.087160,21989.04,0.00,21989.04
24/02/2021,CENAGAS/A/700/18,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,722.077,722.077,710,464.871,0.00,15.847040,15.847040,7366.83,0.00,7366.83
24/02/2021,CENAGAS/A/900/18,Energía Infra,V030,GLORIADIOS,N128,EZAPATA2,Zona 1,Zona 5,0,0,0,0,0.00,13.713330,13.713330,0.00,0.00,0.00
24/02/2021,CENAGAS/B/700/18,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,1976.05,1976.05,1943,1685.48,0.00,13.713330,13.713330,23113.54,0.00,23113.54
24/02/2021,CENAGAS/A/400/18,Naturgy Servicios,V061,RAMONES,N046,RAMOSARIZPE3,Zona 3,Zona 2,1972.999,1972.999,1940,1806.037,0.00,3.667480,3.667480,0.00,0.00,0.00
24/02/2021,CENAGAS/A/400/18,Naturgy Servicios,V061,RAMONES,N046,RAMOSARIZPE3,Zona 3,Zona 2,61.021,61.021,60,0,0.00,3.667480,3.667480,0.00,0.00,0.00
24/02/2021,CENAGAS/B/800/18,NEG Natural,V061,RAMONES,N119,VREYES,Zona 3,Zona 5,0,0,0,0,0.00,15.847040,15.847040,0.00,0.00,0.00
24/02/2021,CENAGAS/A/700/18,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,1907.911,1907.911,1876,1718.361,0.00,18.066920,18.066920,31045.49,0.00,31045.49
24/02/2021,CENAGAS/B/900/17,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,1627.216,1627.216,1600,1600,0.00,3.667480,3.667480,0.00,0.00,0.00
24/02/2021,CENAGAS/B/400/18,Naturgy Servicios,V061,RAMONES,N046,RAMOSARIZPE3,Zona 3,Zona 2,1600.774,1600.774,1574,1465.31,0.00,3.667480,3.667480,0.00,0.00,0.00
24/02/2021,CENAGAS/A/100/17,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,782.081,782.081,769,769,0.00,1.333220,1.333220,0.00,0.00,0.00
24/02/2021,CENAGAS/A/600/18,Naturgy Servicios,V061,RAMONES,N101,BAJIO2,Zona 3,Zona 5,268.491,268.491,264,241.816,0.00,3.553100,3.553100,0.00,0.00,0.00
24/02/2021,CENAGAS/B/400/17,BP Energía México,V067,IMPENERGT,N037,BPPUEBLA,Zona 3,Zona 7,6408.18,6408.18,6301,6301,0.00,13.713330,13.713330,0.00,0.00,0.00
24/02/2021,CENAGAS/A/300/18,BP Energía México,V067,IMPENERGT,N054,BPTIZAYUCA,Zona 3,Zona 5,1090.235,1090.235,1072,684.369,0.00,15.847040,15.847040,0.00,0.00,0.00
24/02/2021,CENAGAS/A/600/17,Naturgy Servicios,V061,RAMONES,N101,BAJIO2,Zona 3,Zona 5,3086.625,3086.625,3035,3339.622,0.00,13.713330,13.713330,0.00,0.00,0.00
24/02/2021,CENAGAS/A/700/17,Energía Infra,V030,GLORIADIOS,N128,EZAPATA2,Zona 1,Zona 5,1415.678,1415.678,1392,1387.931,0.00,3.667480,3.667480,0.00,0.00,0.00
24/02/2021,CENAGAS/A/200/19,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,8138.114,8138.114,8002,8002,0.42,17.087160,17.087160,0.00,7.13,7.13
24/02/2021,CENAGAS/A/400/17,BP Energía México,V067,IMPENERGT,N037,BPPUEBLA,Zona 3,Zona 7,2034.02,2034.02,2000,2279.673,279.67,17.087160,17.087160,0.00,4778.82,4778.82
24/02/2021,CENAGAS/A/800/17,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,1795.023,1795.023,1765,1297.855,0.00,4.566080,4.566080,0.00,0.00,0.00
24/02/2021,CENAGAS/A/100/19,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,8043.532,8043.532,7909,7091.393,0.00,13.713330,13.713330,0.00,0.00,0.00
24/02/2021,CENAGAS/A/800/18,NEG Natural,V061,RAMONES,N119,VREYES,Zona 3,Zona 5,5796.957,5796.957,5700,4944.539,0.00,13.713330,13.713330,0.00,0.00,0.00
24/02/2021,CENAGAS/B/300/18,BP Energía México,V067,IMPENERGT,N054,BPTIZAYUCA,Zona 3,Zona 5,3199.513,3199.513,3146,2928.758,"2,220.13",3.667480,3.667480,0.00,8142.27,8142.27
24/02/2021,CENAGAS/B/700/18,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,408.838,408.838,402,0,0.00,15.847040,15.847040,0.00,0.00,0.00
24/02/2021,CENAGAS/B/100/17,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,2917.802,2917.802,2869,2869,0.00,7.876970,7.876970,0.00,0.00,0.00
25/02/2021,CENAGAS/A/500/18,Comisión Federal de Electricidad,V045,PEPMENDOZA,E168,CFESALAMANCACOG,Zona 7,Zona 6,765.809,765.809,753,753,0.00,1.419390,1.419390,0.00,0.00,0.00
25/02/2021,CENAGAS/A/100/18,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,6818.035,6818.035,6704,5845.542,0.00,1.419390,1.419390,0.00,0.00,0.00
25/02/2021,CENAGAS/B/100/19,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,915.309,915.309,900,900,0.00,17.087160,17.087160,0.00,0.00,0.00
25/02/2021,CENAGAS/A/900/17,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,61.021,61.021,60,272.065,0.00,3.667480,3.667480,997.79,0.00,997.79
25/02/2021,CENAGAS/A/200/17,Comisión Federal de Electricidad,V033,IMPTENNESSEE,E077,VERACRUZ,Zona 3,Zona 7,4264.323,4264.323,4193,3901.937,0.00,15.847040,15.847040,61834.15,0.00,61834.15
25/02/2021,CENAGAS/A/500/17,NEG Natural,V061,RAMONES,N119,VREYES,Zona 3,Zona 5,0,0,0,400.309,0.00,13.713330,13.713330,5489.57,0.00,5489.57
